country_code,country,year,emission,Fossil_Fuel_Share,Bioenergy,Charcoal,Fossil_energy,Geothermal,Hydro,Nuclear,Renewables_Biofuels,Solar_Photovoltaic,Wave_Ocean,Wind
AUT,Austria,2004,64966.51836,79.79,3070.444,9.625,25910.274,27.634,3160.975,0,6418.072,1.585,0,80.278
AUT,Austria,2005,65468.82495,78.49,3681.282,7.723,26413.993,29.767,3189.608,0,7174.444,1.807,0,114.469
AUT,Austria,2006,62644.62675,76.22,4291.775,8.76,25944.981,35.386,3065.871,0,7703.902,1.925,0,150.713
AUT,Austria,2007,59214.83104,74.15,4725.016,7.818,24722.245,31.857,3186.109,0,8294.701,2.084,0,175.166
AUT,Austria,2008,58267.43997,73.62,4934.503,8.912,24706.616,33.077,3295.743,0,8648.22,2.59,0,172.937
AUT,Austria,2009,55139.93135,71.76,5169.141,7.295,22808.365,33.552,3516.449,0,9148.828,4.206,0,168.017
AUT,Austria,2010,57955.47132,72.18,5653.85,7.988,24538.586,34.54,3298.66,0,9478.543,7.637,0,177.465
AUT,Austria,2011,55686.90355,71.14,5610.018,7.403,23582.871,32.564,2943.867,0,9057.289,14.967,0,166.483
AUT,Austria,2012,53517.43558,68.8,5885.195,8.465,22571.528,36.447,3770.223,0,10282.138,29.018,0,211.768
AUT,Austria,2013,53693.17662,68.18,5912.463,8.087,22734.291,36.479,3612.788,0,10232.191,53.824,0,271.06
AUT,Austria,2014,50043.14809,67,5753.4,7.726,21539.967,31.505,3525.988,0,10067.397,67.519,0,330.669
AUT,Austria,2015,51811.39235,67.65,5942.026,9.846,22302.143,34.85,3194.915,0,10044.649,80.576,0,416.193
AUT,Austria,2016,53027.85447,67.96,5907.136,9.905,22596.148,35.205,3436.916,0,10339.992,94.24,0,450.115
AUT,Austria,2017,54698.3624,68.55,5930.346,8.759,23247.817,40.595,3292.67,0,10384.339,109.112,0,565.048
AUT,Austria,2018,53341.55334,68.31,5632.386,9.88,22567.921,38.891,3236.278,0,10010.942,125.119,0,518.524
AUT,Austria,2019,53741.39736,69.24,5571.254,10.213,23155.765,33.984,3510.402,0,10427.475,146.354,0,640.591
AUT,Austria,2020,48846.49226,66.96,5526.829,10.332,21357.229,36.413,3611.181,0,10497.608,175.661,0,583.966
AUT,Austria,2021,50670.88529,66.42,6081.702,10.483,22435.777,36.636,3343.913,0,10842.546,238.513,0,579.539
AUT,Austria,2022,47165.79311,65.76,5845.09,7.856,20965.436,41.479,2977.224,0,10412.254,325.237,0,622.67
AUT,Austria,2023,43233.01507,64.35,5774.494,7.408,19460.472,35.521,3497.217,0,11275.318,549.855,0,691.032
BEL,Belgium,2004,106207.94306,79.28,935.832,6.553,44759.477,2.603,27.257,12204.299,972.368,0.057,0,12.21
BEL,Belgium,2005,104153.65745,78.83,1127.209,11.555,44180.926,3.105,24.764,12277.3,1167.351,0.115,0,19.518
BEL,Belgium,2006,102385.21158,78.4,1322.492,4.298,43310.036,3.63,30.868,12032.244,1368.917,0.14,0,31.47
BEL,Belgium,2007,100198.51921,77.86,1532.501,8.385,41733.255,2.986,33.448,12440.327,1599.086,0.521,0,42.218
BEL,Belgium,2008,99735.21602,78.54,1853.355,16.417,43620.236,3.463,35.254,11754.428,1920.325,3.559,0,54.772
BEL,Belgium,2009,93174.19995,77.82,2137.173,25.365,41172.432,4.06,28.203,11853.287,2287.268,14.274,0,85.641
BEL,Belgium,2010,97615.11225,78.22,2755.461,13.176,44444.711,3.568,26.827,11608.853,2978.56,50.206,0,111.427
BEL,Belgium,2011,88290.84408,76.15,2649.555,23.322,40138.455,2.157,16.853,11700.611,2997.737,104.239,0,199.355
BEL,Belgium,2012,87394.78362,76.38,2951.98,10.287,39048.046,2.329,30.696,9765.313,3396.474,185.185,0,237.257
BEL,Belgium,2013,87198.29778,75.91,3040.329,19.588,40393.34,2.663,32.674,10336.494,3620.658,226.999,0,315.133
BEL,Belgium,2014,81373.47614,77.19,2816.874,16.135,39355.637,2.594,25.125,8176.237,3460.599,248.186,0,396.844
BEL,Belgium,2015,85428.37588,79.63,3032.367,18.742,40826.994,2.775,27.377,6283.178,3736.898,262.812,0,479.278
BEL,Belgium,2016,83660.72575,75.52,3154.013,24.097,39750.544,2.9,31.814,10588.967,3975.963,266.156,0,465.993
BEL,Belgium,2017,83216.1697,76.04,3199.007,28.113,39692.831,2.802,23.224,10299.71,4135.436,284.437,0,560.679
BEL,Belgium,2018,83804.10295,79.65,3217.835,14.092,40552.21,2.9,25.133,6960.862,4244.873,335.644,0,651.255
BEL,Belgium,2019,84131.01433,76.46,3011.144,17.474,39218.714,3.098,25.881,10593.545,4392.451,365.64,0,838.813
BEL,Belgium,2020,76580.4111,76.49,3199.536,18.813,36641.282,3.227,22.949,8371.015,4926.555,439.612,0,1102.201
BEL,Belgium,2021,79651.37903,73.62,3329.274,29.945,38140.089,3.664,35.95,12223.218,5125.023,483.465,0,1031.608
BEL,Belgium,2022,74696.91698,73.89,3334.722,25.859,34710.677,3.325,23.31,10697.551,5308.326,591.47,0,1062.132
BEL,Belgium,2023,71487.60758,75.41,3156.399,17.404,33625.426,3.743,34.961,7925.203,5492.189,672.399,0,1327.936
BGR,Bulgaria,2004,43259.81891,74.51,707.509,0,13686.398,0,269.889,4379.622,990.262,0,0,0.086
BGR,Bulgaria,2005,44012.11293,73.68,692.199,0,14269.782,32.674,369.512,4854.743,1111.53,0,0,0.394
BGR,Bulgaria,2006,45156.8202,73.24,741.695,0,14629.333,32.674,362.251,5070.206,1160.914,0,0,1.724
BGR,Bulgaria,2007,48705.48428,78.26,677.779,0,15507.172,32.674,243.323,3838.406,982.509,0.005,0,4.024
BGR,Bulgaria,2008,48059.03734,76.41,772.915,-6.688,14804.091,32.674,240.13,4131.556,1083.936,0.014,0,10.469
BGR,Bulgaria,2009,42535.60626,74,756.084,-6.688,12558.752,32.674,295.074,3877.91,1136.855,0.281,0,20.379
BGR,Bulgaria,2010,44354.0643,74.1,911.852,-9.363,12694.452,32.674,432.617,3849.12,1485.571,1.278,0,58.587
BGR,Bulgaria,2011,49143.70091,75.83,974.788,-9.363,13835.203,32.961,246.912,4105.07,1394.668,8.673,0,74.041
BGR,Bulgaria,2012,44500.55681,72.84,1108.986,0,12834.522,33.438,273.228,4020.24,1650.951,66.956,0,104.978
BGR,Bulgaria,2013,38932.49986,70.49,1178.09,-0.669,11592.029,33.438,347.045,3667.58,1881.268,119.689,0,118.101
BGR,Bulgaria,2014,41317.79289,71.4,1120.433,-2.006,12164.193,33.438,395.669,4046.7,1860.125,108.053,0,114.409
BGR,Bulgaria,2015,43744.03456,72.71,1211.347,-2.006,12928.292,33.438,486.203,3912,2076.229,118.801,0,124.807
BGR,Bulgaria,2016,40769.15235,69.86,1304.603,0.669,12280.579,34.633,333.606,4010.9,2022.557,119.346,0,122.525
BGR,Bulgaria,2017,42963.48012,71.23,1309.462,1.889,12986.148,34.633,243.173,3940.7,1952.201,120.634,0,129.326
BGR,Bulgaria,2018,39381.32137,67.87,1695.632,2.59,12218.42,34.633,442.526,4168.3,2541.462,115.459,0,113.338
BGR,Bulgaria,2019,38427.48006,66.24,1795.151,2.204,11882.01,35.11,251.892,4301.762,2469.42,121.865,0,113.241
BGR,Bulgaria,2020,32958.78054,62.61,1866.257,2.087,10805.42,35.707,242.511,4334.677,2548.995,126.287,0,127.01
BGR,Bulgaria,2021,38590.06829,66.32,2023.07,2.263,12271.664,36.104,414.377,4294.944,2924.064,126.105,0,123.264
BGR,Bulgaria,2022,43071.53882,69.16,1843.691,2.918,12787.577,36.593,327.023,4289.729,2748.716,180.038,0,128.902
BGR,Bulgaria,2023,31284.44618,62.35,1559.338,4.217,10385.195,37.114,264.844,4218.004,2516.314,302.726,0,136.187
HRV,Croatia,2004,20240.88569,78.22,1189.144,0,7594.46,0,655.77,0,1850.558,0,0,0.172
HRV,Croatia,2005,20613.72935,77.26,1247.704,0,7672.788,0,604.944,0,1860.648,0,0,0.86
HRV,Croatia,2006,20683.71411,77.86,1159.601,0,7725.509,0,568.96,0,1738.017,0,0,1.634
HRV,Croatia,2007,21909.52971,79.84,1123.452,0,8324.697,3.344,404.11,0,1545.324,0,0,3.001
HRV,Croatia,2008,20727.44437,78.28,1124.517,0,7931.956,3.201,496.991,0,1641.857,0,0,3.431
HRV,Croatia,2009,19593.01206,76.26,1180.3,0,7389.762,3.153,637.008,0,1841.709,0.008,0,4.66
HRV,Croatia,2010,18774.65033,74.46,1256.383,1.471,7077.572,6.807,784.712,0,2079.366,0.01,0,11.96
HRV,Croatia,2011,18565.66302,74.86,1244.254,1.33,7145.173,6.855,432.664,0,1718.416,0.012,0,17.283
HRV,Croatia,2012,17199.62141,72.49,1294.944,-1.333,6530.072,6.95,415.899,0,1762.451,0.207,0,28.267
HRV,Croatia,2013,16466.36931,71.61,1283.431,-0.664,6115.466,6.831,741.333,0,2097.312,0.97,0,44.479
HRV,Croatia,2014,15596.95342,71.1,1151.502,-1.336,5761.334,7.739,774.387,0,2017.032,3.024,0,62.766
HRV,Croatia,2015,15777.73701,69.93,1331.383,-0.668,6020.191,8.909,549.496,0,1974.837,4.924,0,68.469
HRV,Croatia,2016,16190.5734,70.95,1315.655,-0.669,6118.737,9.052,589.174,0,2017.989,5.636,0,87.21
HRV,Croatia,2017,16574.03153,71.78,1332.831,0.844,6458.781,8.243,456.354,0,1910.209,6.767,0,103.525
HRV,Croatia,2018,15671.07288,69.57,1384.42,1.899,5972.926,9.368,662.158,0,2183.473,6.44,0,114.824
HRV,Croatia,2019,15738.60164,69.78,1462.105,0.257,6103.831,46.4,500.954,0,2136.334,7.145,0,126.165
HRV,Croatia,2020,14801.2377,68.86,1489.229,-0.922,5796.91,58.549,486.879,0,2192.633,8.212,0,147.954
HRV,Croatia,2021,15486.39967,67.28,1650.99,-1.279,5845.764,49.988,612.872,0,2512.335,12.803,0,177.283
HRV,Croatia,2022,16121.64959,69.16,1520.064,-0.757,5839.024,41.228,469.45,0,2225.758,13.061,0,183.818
HRV,Croatia,2023,16896.91469,71.16,1423.929,4.563,6126.673,14.505,701.677,0,2420.951,35.52,0,222.399
CYP,Cyprus,2004,6895.30991,97.94,13.299,4.414,2149.181,0,0,0,52.969,0.039,0,0.031
CYP,Cyprus,2005,7086.76804,98.11,12.334,5.885,2188.239,0,0,0,53.71,0.049,0,0.031
CYP,Cyprus,2006,7276.11639,98.1,12.453,5.885,2275.836,0,0,0,55.849,0.086,0,0.031
CYP,Cyprus,2007,7572.12675,97.59,19.304,6.621,2389.961,0,0,0,73.2,0.15,0,0.031
CYP,Cyprus,2008,7786.59268,96.89,42.085,7.356,2521.954,0,0,0,98.655,0.22,0,0.031
CYP,Cyprus,2009,7706.56693,96.53,47.745,7.046,2461.055,0,0,0,106.384,0.33,0,0.031
CYP,Cyprus,2010,7477.56968,96.28,44.616,7.046,2366.858,0,0,0,109.445,0.55,0,2.728
CYP,Cyprus,2011,7216.09943,95.68,51.149,7.751,2278.086,0,0,0,125.783,1.026,0,9.859
CYP,Cyprus,2012,6730.5204,95.04,51.937,7.751,2126.732,0,0,0,135.707,1.853,0,15.948
CYP,Cyprus,2013,5809.82919,94.27,48.665,7.751,1816.194,0,0,0,139.768,4.05,0,19.866
CYP,Cyprus,2014,5941.21194,94.49,45.178,7.751,1866.921,0,0,0,136.421,7.187,0,15.722
CYP,Cyprus,2015,6061.4838,93.86,56.583,8.455,1898.585,0,0,0,155.958,10.891,0,19.076
CYP,Cyprus,2016,6450.4557,94.1,59.607,9.16,2026.415,0,0,0,162.155,12.548,0,19.493
CYP,Cyprus,2017,6527.51859,93.68,73.951,9.316,2081.155,0,0,0,178.69,14.79,0,18.181
CYP,Cyprus,2018,6453.3057,91.79,82.498,8.782,2070.08,0,0,0,238.322,17.153,0,19.006
CYP,Cyprus,2019,6504.89106,91.52,83.04,9.283,2068.832,0,0,0,246.298,18.768,0,20.513
CYP,Cyprus,2020,5996.02345,89.13,109.22,10.191,1909.732,0,0,0,278.052,25.418,0,20.671
CYP,Cyprus,2021,6048.54516,88.83,110.549,9.324,1954.323,0,0,0,297.44,40.27,0,21.193
CYP,Cyprus,2022,6164.94847,89.29,107.945,9.991,2000.028,0,0,0,306.301,51.751,0,19.283
CYP,Cyprus,2023,6222.24662,88.88,97.913,9.621,1989.91,0,0,0,316.348,71.412,0,17.926
CZE,Czechia,2004,114320.54579,83.61,1825.81,0,37279.888,0,173.62,6867.226,2024.549,0.025,0,0.849
CZE,Czechia,2005,113073.05728,83.6,1868.599,0,37036.77,0,204.635,6457.208,2100.607,0.036,0,1.83
CZE,Czechia,2006,112878.48152,82.93,1974.564,0,37581.194,0,219.286,6795.328,2231.405,0.051,0,4.248
CZE,Czechia,2007,114191.12319,83.24,2106.619,0,37414.306,0,179.657,6823.03,2343.272,0.183,0,10.757
CZE,Czechia,2008,109081.78332,81.37,2300.269,0,36127.961,0,174.061,6918.429,2547.83,1.112,0,21.037
CZE,Czechia,2009,103734.38769,79.69,2568.61,0,33086.328,0,208.909,6975.351,2880.183,7.636,0,24.769
CZE,Czechia,2010,105446.25908,80.09,2767.032,0,35330.302,0,239.852,7160.395,3176.526,52.941,0,28.847
CZE,Czechia,2011,102992.98233,78.83,2993.072,0,33214.922,0,168.789,7199.85,3497.376,187.62,0,34.136
CZE,Czechia,2012,99411.87515,76.97,3214.061,0,32174.347,0,183.073,7673.985,3756.312,184.748,0,35.754
CZE,Czechia,2013,94913.18111,75.97,3515.763,0,31953.948,0,235.125,7758.521,4130.194,174.777,0,41.317
CZE,Czechia,2014,91935.38759,75,3695.885,0,30474.801,0,164.123,7630.766,4267.995,182.534,0,40.975
CZE,Czechia,2015,93066.84176,76.24,3801.312,0,31170.682,0,154.322,6680.352,4384.228,194.656,0,49.236
CZE,Czechia,2016,94742.0428,77.25,3839.58,0,31315.15,0,171.972,5977.498,4433.204,183.272,0,42.731
CZE,Czechia,2017,95831.4312,75.97,3911.293,0,32045.577,0,160.745,7016.777,4539.58,189.103,0,50.82
CZE,Czechia,2018,93933.3532,75.15,3915.318,0,31740.478,0,140.054,7449,4566.731,203.334,0,52.393
CZE,Czechia,2019,89315.91864,73.55,4195.228,0,30570.016,0,172.659,7548.204,4912.648,199.153,0,60.19
CZE,Czechia,2020,80661.95576,70.82,4373.149,0,28012.732,0,184.341,7496.295,5122.008,197.28,0,60.11
CZE,Czechia,2021,84361.71899,71.47,4677.378,0,29910.898,0,207.095,7641.632,5477.501,193.453,0,51.723
CZE,Czechia,2022,83771.17292,71.36,4473.889,0,29022.886,0,180.006,7714.551,5413.115,225.819,0,55.145
CZE,Czechia,2023,74274.42528,68.7,4193.761,0,25710.366,0,203.18,7571.872,5239.431,248.675,0,60.33
DNK,Denmark,2004,53065.23541,88.13,2066.649,0,16826.027,1.959,2.322,0,2746.727,0.172,0,566.036
DNK,Denmark,2005,49490.29762,85.21,2261.668,0,15999.411,4.108,1.978,0,2924.563,0.172,0,568.702
DNK,Denmark,2006,57463.4234,89.26,2298.757,0,17500.886,6.855,1.978,0,2982.055,0.172,0,525.193
DNK,Denmark,2007,52668.26078,85.23,2555.428,0,16606.118,6.855,2.408,0,3304.56,0.172,0,616.595
DNK,Denmark,2008,49475.30733,83.73,2589.218,0,15992.389,5.971,2.236,0,3309.709,0.258,0,595.701
DNK,Denmark,2009,47573.94504,82.91,2655.819,0,15274.399,5.756,1.634,0,3376.709,0.344,0,577.902
DNK,Denmark,2010,47999.41655,81.42,3160.149,0,15551.943,5.064,1.775,0,3999.089,0.518,0,671.489
DNK,Denmark,2011,42856.60681,78.4,3131.512,0,13942.073,3.965,1.45,0,4125.466,1.285,0,840.429
DNK,Denmark,2012,38462.88598,74.6,3282.526,0,12813.661,6.879,1.503,0,4292.66,8.93,0,883.056
DNK,Denmark,2013,40302.11203,75.91,3270.159,0,12938.497,5.47,1.154,0,4455.349,44.501,0,956.429
DNK,Denmark,2014,36101.08028,72.8,3313.74,0,11635.604,3.965,1.299,0,4668.291,51.205,0,1124.549
DNK,Denmark,2015,33686.88011,69.64,3527.175,0,11095.4,3.347,1.55,0,4962.838,51.957,0,1215.227
DNK,Denmark,2016,35277.65222,69.54,3783.491,0,11392.331,5.372,1.657,0,5171.058,63.954,0,1099.031
DNK,Denmark,2017,32912.07446,66.66,4138.776,0,10941.06,3.642,1.537,0,5739.55,64.616,0,1270.851
DNK,Denmark,2018,32880.18641,66.74,4135.392,0,10925.379,2.63,1.278,0,5698.984,81.941,0,1195.353
DNK,Denmark,2019,29328.59996,64.16,4246.445,0,9956.655,1.636,1.458,0,5985.783,82.826,0,1388.636
DNK,Denmark,2020,26500.3476,59.02,4542.332,0,8875.161,1.095,1.467,0,6201.232,101.507,0,1404.146
DNK,Denmark,2021,27703.80319,57.23,5310.489,0,9021.882,1.298,1.401,0,7029.257,112.548,0,1380.436
DNK,Denmark,2022,26693.44533,58.18,4660.978,0,8543.179,1.964,1.285,0,6952.939,189.387,0,1635.618
DNK,Denmark,2023,24361.7793,55.4,4686.406,0,7792.727,1.682,1.688,0,7135.015,289.19,0,1667.514
EST,Estonia,2004,16693.58913,91.98,595.806,0,4765.192,0,1.892,0,598.834,0,0,0.688
EST,Estonia,2005,16491.29534,91.98,581.72,0,4857.472,0,1.892,0,588.734,0,0,4.643
EST,Estonia,2006,15821.27219,91.74,523.952,0,4866.341,0,1.161,0,531.939,0,0,6.561
EST,Estonia,2007,19138.21822,94.04,591.957,0,5716.787,0,1.876,0,602.202,0,0,7.806
EST,Estonia,2008,16995.5252,90.25,636.173,0,4879.348,0,2.4,0,650.327,0,0,11.475
EST,Estonia,2009,14087.05308,84.39,699.991,0,3679.055,0,2.75,0,719.305,0,0,16.815
EST,Estonia,2010,18596.36961,90.64,812.131,0,5059.054,0,2.311,0,854.231,0,0,23.817
EST,Estonia,2011,18468.9258,91.1,783.331,0,4916.899,0,2.582,0,836.165,0,0,31.699
EST,Estonia,2012,17043.69236,88.22,804.44,0,4390.786,0,3.616,0,861.442,0,0,37.276
EST,Estonia,2013,18834.05841,91.38,787.999,0,5016.525,0,2.195,0,851.138,0,0,45.489
EST,Estonia,2014,18282.56912,89.47,789.59,0,4707.04,0,2.325,0,858.244,0,0,51.907
EST,Estonia,2015,15479.66688,83.37,863.614,0,3879.235,0,2.287,0,933.791,0,0,61.479
EST,Estonia,2016,17152.98207,86.88,932.492,0,5000.197,0,3.009,0,1001.066,0.832,0,51.075
EST,Estonia,2017,18193.48618,86.52,990.47,0,4810.783,0,2.236,0,1075.679,1.246,0,62.167
EST,Estonia,2018,17388.19156,83.52,1081.996,0,4516.603,0,1.29,0,1156.089,2.648,0,54.686
EST,Estonia,2019,11881.25069,73.24,1148.306,0,3613.878,0,1.634,0,1179.377,6.32,0,59.071
EST,Estonia,2020,9079.10306,65.91,1323.066,0,2995.67,0,2.58,0,1319.63,21.078,0,72.571
EST,Estonia,2021,10262.6325,68.51,1286.522,0,3147.59,0,1.978,0,1319.855,30.41,0,63.027
EST,Estonia,2022,11858.21321,72.75,1231.348,0,3441.826,0,1.978,0,1320.304,51.247,0,57.438
EST,Estonia,2023,8646.15376,62.5,1354.077,0,2658.952,0,2.064,0,1399.272,61.995,0,58.727
FIN,Finland,2004,64460.62444,60.58,7413.682,0,22418.183,0,1295.754,5859.673,8669.493,0.203,0,10.348
FIN,Finland,2005,52788.92757,55.64,7082.4,0,19229.357,0,1185.211,6002.837,8085.762,0.226,0,14.612
FIN,Finland,2006,63820.57186,59.21,7816.929,0,22208.181,0,988.28,5908.684,8690.713,0.291,0,13.383
FIN,Finland,2007,61861.04266,58.03,7553.072,0,21419.851,0,1219.02,6042.046,8656.948,0.328,0,16.2
FIN,Finland,2008,53570.00168,55.17,7744.432,0,19454.792,0,1471.379,5922.098,9091.751,0.339,0,22.401
FIN,Finland,2009,51730.61931,55.94,7009.164,0,18564.492,0,1090.802,5762,7999.032,0.371,0,23.785
FIN,Finland,2010,59225.045,57.07,8278.425,0,20738.801,0,1111.091,5565,9293.334,0.407,0,25.307
FIN,Finland,2011,51863.51037,55.04,8166.688,0,19191.284,0,1070.081,5627,9097.378,0.456,0,41.392
FIN,Finland,2012,46580.21474,50.06,8699.489,0,16822.373,0,1449.624,5536,9954.22,0.494,0,42.504
FIN,Finland,2013,47209.79268,49.46,8919.877,0,16334.836,0,1103.921,5694,9861.519,0.555,0,66.526
FIN,Finland,2014,43389.55508,48.72,9296.891,0,16460.395,0,1151.938,5688.5,10276.225,0.667,0,95.2
FIN,Finland,2015,39862.21198,46.49,9085.22,0,14679.266,0,1441.848,5606.2,10489.011,0.973,0,200.117
FIN,Finland,2016,42533.69952,47.23,9289.83,0,15547.154,0,1358.48,5589.8,10635.281,1.897,0,263.804
FIN,Finland,2017,40125.36513,44.84,9864.578,0,14819.128,0,1270.118,5390.1,11784.295,4.171,0,412.312
FIN,Finland,2018,41115.99913,45.04,10156.388,0.014,15124.077,0,1143.689,5444.1,12057.207,7.758,0,502.035
FIN,Finland,2019,38109.73311,42.79,10355.175,0.588,13913.543,0,1067.969,5675.9,12213.007,12.655,0,518.035
FIN,Finland,2020,33628.38093,41.42,9577.768,0,13016.121,0,1365.721,5547.6,12015.448,18.785,0,709.86
FIN,Finland,2021,33397.63928,38.26,11169.521,0,12647.505,0,1357.793,5609.2,13709.939,25.582,0,731.447
FIN,Finland,2022,32095.42709,38.35,10098.068,0,11827.938,0,1160.083,6115.2,12915.714,33.735,0,1033.706
FIN,Finland,2023,27753.48502,35.67,9826.497,0,11068.555,0,1306.998,8021.7,13309.798,61.603,0,1293.48
FRA,France,2004,377933.80532,54.78,10320.703,0,143940.312,129.98,4990.642,115625.365,15697.405,0.726,40.428,51.148
FRA,France,2005,380496.10569,54.56,10933.901,0,144043.725,189.476,4311.191,116473.517,15823.913,0.903,41.35,82.766
FRA,France,2006,369708.59212,54.21,10076.633,0,140634.479,166.738,4718.654,116128.375,15611.19,1.041,39.92,187.668
FRA,France,2007,359130.15505,54.06,11075.013,0,138690.008,159.024,4814.269,113429.923,17041.179,1.511,40.008,349.966
FRA,France,2008,356769.62437,53.15,12475.063,0,137245.23,169.581,5344.671,113356.922,19390.391,3.585,39.993,489.614
FRA,France,2009,347890.33757,52.86,13027.418,0,131542.378,158.029,4771.672,106857,19780.976,14.959,38.538,680.273
FRA,France,2010,350040.23419,51.78,14396.152,0,132774.317,174.564,5262.441,111612,22187.381,53.31,40.963,855.115
FRA,France,2011,328137.22398,51.47,12429.584,49.69,128920.488,229.568,3933.264,115209,19327.137,200.671,41.039,1063.768
FRA,France,2012,333121.07699,51.41,13988.201,55.617,129153.919,241.863,5144.509,110863,22855.083,380.734,39.38,1305.107
FRA,France,2013,332923.98758,50.92,15117.388,49.927,128671.995,304.014,6184.044,110414.916,25517.796,446.569,35.561,1387.533
FRA,France,2014,300717.46677,48.95,13989.353,61.369,118534.374,292.637,5483.459,113747.77,23716.477,549.58,41.316,1489.577
FRA,France,2015,306897.51048,49.21,14846.489,68.649,121103.001,303.446,4776.98,113996.445,24631.814,666.709,41.91,1841.84
FRA,France,2016,310265.68881,50.23,15985.561,57.455,121716.096,334.136,5231.23,105078.837,26662.347,744.622,43.037,1838.434
FRA,France,2017,311744.04682,50.84,15958.251,50.571,123109.978,422.762,4299.334,103860.74,26258.724,824.3,44.859,2116.031
FRA,France,2018,296858.50122,49.14,16127.254,85.169,117746.331,435.26,5598.575,107628.69,28354.895,929.334,41.267,2459.037
FRA,France,2019,291010.05948,49.55,16397.12,58.149,117145.444,460.221,4893.684,103987,28901.25,1046.026,41.183,2985.527
FRA,France,2020,259629.85902,47.85,15215.247,68.278,103353.363,477.174,5382.079,92211,28791.105,1134.065,41.424,3443.285
FRA,France,2021,281733.17989,48.15,17024.968,52.208,112375.17,464.359,5126.048,98864,31010.543,1320.457,41.599,3191.695
FRA,France,2022,272740.58316,50.97,17524.446,48.532,106405.209,438.872,3914.113,76809,30432.295,1687.678,42.174,3284.535
FRA,France,2023,250807.46252,47.89,17964.57,39.548,100411.603,456.602,4871.64,88138,33494.881,1876.45,38.631,4340.429
DEU,Germany,2004,821401.27067,83.15,11673.527,103.181,281709.155,41.225,1783.835,43095.013,16190.594,47.893,0,2237.231
DEU,Germany,2005,814736.12302,82.69,14054.852,112.353,278362.722,48.963,1688.564,42060.619,18756.965,110.232,0,2388.134
DEU,Germany,2006,832683.69707,82.05,17646.967,111.589,283743.409,48.82,1722.356,43147.635,22887.096,190.886,0,2693.379
DEU,Germany,2007,791551.19273,82.1,20177.853,119.996,269108.267,48.51,1820.206,36251.247,26482.789,264.402,0,3482.975
DEU,Germany,2008,804870.38095,81.5,20978.477,112.353,270278.451,68.047,1757.782,38304.815,27567.43,380.052,0,3558.469
DEU,Germany,2009,746892.06839,81.13,20911.049,142.925,251638.294,75.213,1636.371,34733.2,27522.863,566.036,0,3389.51
DEU,Germany,2010,778259.44526,80.59,23993.767,155.919,263352.059,88.421,1801.634,36200.8,31267.615,1008.512,0,3314.445
DEU,Germany,2011,754581.12885,81.48,23711.598,158.976,252989.603,79.44,1519.518,27807.2,32438.432,1685.211,0,4287.016
DEU,Germany,2012,766712.81727,81.51,26416.531,171.205,254073.926,93.03,1870.593,25618.6,36452.88,2268.272,0,4443.68
DEU,Germany,2013,784496.38139,82.01,26781.142,163.562,260871.387,147.893,1977.472,25052.2,37632.136,2666.38,0,4534.566
DEU,Germany,2014,744788.66793,81.32,25784.91,159.74,247330.028,182.048,1684.179,25010.7,37454.527,3100.258,0,5029.837
DEU,Germany,2015,754245.64801,81.46,25933.362,162.797,248363.81,212.764,1631.642,23636.344,39929.125,3329.837,0,6932.416
DEU,Germany,2016,749760.07364,82.26,25668.531,141.397,251664.837,267.77,1766.638,21794.7,39834.021,3275.838,0,6872.227
DEU,Germany,2017,732493.91626,82.22,25956.141,152.861,252369.313,255.47,1732.588,19654.7,42513.944,3387.876,0,9087.962
DEU,Germany,2018,708718.68093,81.4,26238.588,158.976,243957.515,301.782,1521.324,19571,43509.159,3736.801,0,9454.084
DEU,Germany,2019,660951.4643,80.02,26421.967,146.747,235248.798,333.309,1696.561,19332,45314.506,3816.251,0,10824.936
